fold,date,actual,one_step_ridge,fixed_origin_ridge,one_step_lag7,fixed_origin_lag7
1,2025-05-21,41.44864565996558,41.69272094392374,40.98786689560663,40.50666638174075,39.376386623516126
1,2025-05-22,44.595434540320994,44.41653102602808,44.40980400469967,43.74667363563854,42.081522699707044
1,2025-05-23,44.955411792470336,45.460742562173984,45.48097521377978,45.0652921121846,44.03791726553745
1,2025-05-24,43.77004557299408,43.241128408712555,43.22136868047654,43.237527004057874,41.0517230701495
1,2025-05-25,38.86281664722603,39.66986618059343,39.29527031762565,39.29345724514883,37.25018703122505
1,2025-05-26,36.476146082983085,37.08474680638823,37.0106055192519,37.36339897410596,34.498471726404944
1,2025-05-27,37.40358450822391,38.300097483790246,38.06244617890956,38.959160067264214,36.491909922452386
1,2025-05-28,41.67552546815018,41.59929264915347,41.51431987981896,41.44864565996558,39.376386623516126
1,2025-05-29,46.38874555081273,45.02282456911273,44.938052791172574,44.595434540320994,42.081522699707044
1,2025-05-30,46.88886870137634,46.2169951046657,45.92334938319197,44.955411792470336,44.03791726553745
2,2025-05-31,44.07423779336467,44.278328203875525,44.278328203875525,43.77004557299408,43.77004557299408
2,2025-06-01,39.28918905271671,39.7578422025062,39.812538586667536,38.86281664722603,38.86281664722603
2,2025-06-02,36.28055067226828,37.614215537471324,37.756960530514675,36.476146082983085,36.476146082983085
2,2025-06-03,38.03905784221582,38.710606251783894,39.07735713957538,37.40358450822391,37.40358450822391
2,2025-06-04,42.28773046950905,42.40935444971633,42.62745990826598,41.67552546815018,41.67552546815018
2,2025-06-05,47.369915360488086,46.350084232585274,46.242519866672,46.38874555081273,46.38874555081273
2,2025-06-06,47.43280427379286,47.08666307012501,46.74276559529235,46.88886870137634,46.88886870137634
2,2025-06-07,45.31906240220169,44.69041126492527,44.68038193959346,44.07423779336467,43.77004557299408
2,2025-06-08,40.17100394528868,39.95115120437808,40.30153534107582,39.28918905271671,38.86281664722603
2,2025-06-09,37.134394179240665,37.4903714599978,38.108425052940255,36.28055067226828,36.476146082983085
2,2025-06-10,38.31177253032041,38.436698448121966,39.04103568030063,38.03905784221582,37.40358450822391
2,2025-06-11,42.44486436127848,42.78861001065116,42.929307699220104,42.28773046950905,41.67552546815018
2,2025-06-12,48.146239251801184,47.432691769121966,46.98179630795539,47.369915360488086,46.38874555081273
2,2025-06-13,47.421807553374514,48.37424999353044,47.75694171112334,47.43280427379286,46.88886870137634
2,2025-06-14,45.792512217829625,45.298372857953865,45.285980238770584,45.31906240220169,43.77004557299408
2,2025-06-15,40.48882499756006,40.465109520674545,40.917967276480184,40.17100394528868,38.86281664722603
2,2025-06-16,38.964304246815416,37.84179278468402,38.78911378551026,37.134394179240665,36.476146082983085
2,2025-06-17,39.68181316732338,39.244339462344506,39.91133727119094,38.31177253032041,37.40358450822391
2,2025-06-18,43.346017261405116,43.492488910185294,43.68261780483618,42.44486436127848,41.67552546815018
2,2025-06-19,47.40469989665884,48.0553255390122,47.38201339829226,48.146239251801184,46.38874555081273
2,2025-06-20,48.08176694365147,48.323407720667376,48.0930743600753,47.421807553374514,46.88886870137634
2,2025-06-21,46.117062016477036,46.169595791063614,45.73062808242675,45.792512217829625,43.77004557299408
2,2025-06-22,41.31759121620777,41.38931741865179,41.49853880587072,40.48882499756006,38.86281664722603
2,2025-06-23,38.22999698083055,38.954656973605154,39.36617324229399,38.964304246815416,36.476146082983085
2,2025-06-24,39.24408004306802,39.58406661676707,40.340918614961694,39.68181316732338,37.40358450822391
2,2025-06-25,44.103552750633135,43.579154805021936,44.1299343171338,43.346017261405116,41.67552546815018
2,2025-06-26,48.9366121661863,48.572410686286915,47.910244506143826,47.40469989665884,46.38874555081273
2,2025-06-27,49.13063452905316,49.04388322136016,48.77384283467019,48.08176694365147,46.88886870137634
2,2025-06-28,46.338235699921825,46.60777167340641,46.31886401873875,46.117062016477036,43.77004557299408
2,2025-06-29,42.322076988173734,41.55488000893817,42.08810595488056,41.31759121620777,38.86281664722603
3,2025-06-30,40.30896148411498,39.55005975588788,39.55005975588788,38.22999698083055,38.22999698083055
3,2025-07-01,40.702472088478125,40.651885480392856,40.44978483557986,39.24408004306802,39.24408004306802
3,2025-07-02,44.31344366149966,44.583310417472084,44.507729558956726,44.103552750633135,44.103552750633135
3,2025-07-03,49.212930638376086,48.647788288658845,48.828082925197776,48.9366121661863,48.9366121661863
3,2025-07-04,49.85189342398609,49.68536936276329,49.58279358996254,49.13063452905316,49.13063452905316
3,2025-07-05,47.890872290785445,47.233765648733105,47.063054047665595,46.338235699921825,46.338235699921825
3,2025-07-06,42.82052196674545,42.831949120123554,42.62567959569936,42.322076988173734,42.322076988173734
3,2025-07-07,39.350679020058585,40.16526096728258,39.85540571762337,40.30896148411498,38.22999698083055
3,2025-07-08,40.30994706811243,40.56584692266858,40.72409451924363,40.702472088478125,39.24408004306802
3,2025-07-09,46.11055675933883,44.88242859646329,45.01103976710135,44.31344366149966,44.103552750633135
3,2025-07-10,50.14335684481015,50.10296859083891,49.51292254793866,49.212930638376086,48.9366121661863
3,2025-07-11,50.046928032939554,50.718370453823894,50.34019851056101,49.85189342398609,49.13063452905316
3,2025-07-12,47.29950630290623,47.56229914992596,47.5745302574882,47.890872290785445,46.338235699921825
3,2025-07-13,44.14744787975759,43.079348266478284,43.18496740574997,42.82052196674545,42.322076988173734
3,2025-07-14,39.98113302986481,41.02617068744018,40.54895831113464,39.350679020058585,38.22999698083055
3,2025-07-15,41.15400637628627,41.41157315472869,41.47371445372277,40.30994706811243,39.24408004306802
3,2025-07-16,46.06599607681339,45.62830113461359,45.56286377964151,46.11055675933883,44.103552750633135
3,2025-07-17,49.43239433862435,50.476046603326644,49.86222477347905,50.14335684481015,48.9366121661863
3,2025-07-18,50.71156644087707,50.792917873068696,50.84663237176197,50.046928032939554,49.13063452905316
3,2025-07-19,47.99135295647308,48.256334992631054,48.17996917377897,47.29950630290623,46.338235699921825
3,2025-07-20,44.0331260336916,44.1289461119798,43.71892787083126,44.14744787975759,42.322076988173734
3,2025-07-21,42.04984955587913,40.773118732043834,41.06509664963723,39.98113302986481,38.22999698083055
3,2025-07-22,42.30519353180092,41.99404589353341,41.961192564600125,41.15400637628627,39.24408004306802
3,2025-07-23,46.62636327596611,46.645111578157675,46.07024127257848,46.06599607681339,44.103552750633135
3,2025-07-24,48.999054151721516,50.437102660097445,50.38226279478237,49.43239433862435,48.9366121661863
3,2025-07-25,51.24540851975106,50.94985392663617,51.45745947744751,50.71156644087707,49.13063452905316
3,2025-07-26,48.143480533412166,48.51759228940902,48.75137122969949,47.99135295647308,46.338235699921825
3,2025-07-27,43.65929346815817,44.91453293034871,44.26886697230386,44.0331260336916,42.322076988173734
3,2025-07-28,41.23846901893361,41.61869675407475,41.63526344823755,42.04984955587913,38.22999698083055
3,2025-07-29,42.6103685232394,42.49783753912191,42.5607629389758,42.30519353180092,39.24408004306802
